n,rels
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Maximum No Of Disbursements"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:06.814385000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""3"",path: [""Disbursements"", ""Limits"", ""Maximum No Of Disbursements""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":3,\""title\"":\""Maximum No Of Disbursements\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/MaximumNoOfDisbursements.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Maximum No Of Disbursements_FC"",id: ""c4ae3870-e0c3-4530-8334-2b523a2a51d8"",attributeDetails.attributeDetails.size: [5],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:29.317721000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Maximum No Of Disbursements""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Threshold on Sanctioned Amount"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:06.816642000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""0"",path: [""Disbursements"", ""Limits"", ""Threshold on Sanctioned Amount""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":0,\""title\"":\""Threshold on Sanctioned Amount\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/ThresholdonSanctionedAmount.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Threshold on Sanctioned Amount_FC"",id: ""24746fcc-c226-427f-b807-aebbfd51419d"",attributeDetails.attributeDetails.size: [3],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:29.323469000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Threshold on Sanctioned Amount""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Rescission Period in Days"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:06.818960000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""30"",path: [""Disbursements"", ""Limits"", ""Rescission Period in Days""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":30,\""title\"":\""Rescission Period in Days\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/RescissionPeriodinDays.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Rescission Period in Days_FC"",id: ""9f934383-08d6-4708-97e8-9a5fed98b7a9"",attributeDetails.attributeDetails.size: [3],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:29.330312000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Rescission Period in Days""})",[]
"(:SECTION:Element {path: [""Disbursements"", ""Amortization""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Amortization"",id: ""97924a1e-644d-4cd5-906f-fe72ca249d38"",updatedOn: ""2023-11-09T09:43:07.317718000Z"",type: ""SECTION"",createdOn: ""2023-11-09T09:43:06.823201000Z""})","[[:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT]]"
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Method of Amortization"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:06.825460000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Straight Line\"""",attributeDetails.attributeDetails.mandatory: ""Optional"",path: [""Disbursements"", ""Amortization"", ""Method of Amortization""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Straight Line\"",\""title\"":\""Method of Amortization\"",\""type\"":\""string\"",\""enum\"":[\""Straight Line\"",\""Monthly Amortisable Amount\""],\""$id\"":\""https://fyndna.com/MethodofAmortization.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Method of Amortization_FC"",id: ""e375bee9-00e8-4191-b76f-36e33218f2d3"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:29.337012000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Straight Line\"",\""Monthly Amortisable Amount\""]"",name: ""Method of Amortization""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Amortization-Accounting Entries Frequency"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:06.827836000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Calendar\"""",attributeDetails.attributeDetails.mandatory: ""Conditional"",path: [""Disbursements"", ""Amortization"", ""Amortization-Accounting Entries Frequency""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Calendar\"",\""title\"":\""Amortization-Accounting Entries Frequency\"",\""type\"":\""string\"",\""$id\"":\""https://fyndna.com/Amortization-AccountingEntriesFrequency.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Amortization-Accounting Entries Frequency_FC"",id: ""896bde40-4689-4eed-9c25-76b1d8dfdcf4"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:29.343781000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Amortization-Accounting Entries Frequency""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Move To Regular Stage After Disbursement"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:06.830494000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""false"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Disbursements"", ""Amortization"", ""Move To Regular Stage After Disbursement""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":false,\""title\"":\""Move To Regular Stage After Disbursement\"",\""type\"":\""string\"",\""$id\"":\""https://fyndna.com/MoveToRegularStageAfterDisbursement.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Move To Regular Stage After Disbursement_FC"",id: ""560d47ce-5e24-4e6a-9c1d-7107d5c77567"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:07.331703000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Move To Regular Stage After Disbursement""})",[]
"(:SECTION:Element {path: [""Disbursements"", ""Default""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Default"",id: ""b38be3f8-5bc0-49a9-b966-949deb58e299"",updatedOn: ""2023-11-09T09:43:07.339866000Z"",type: ""SECTION"",createdOn: ""2023-11-09T09:43:06.834449000Z""})","[[:HAS_ELEMENT], [:HAS_ELEMENT]]"
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Disbursement Deduction Plan Code"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:06.836706000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""1"",path: [""Disbursements"", ""Default"", ""Disbursement Deduction Plan Code""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":1,\""title\"":\""Disbursement Deduction Plan Code\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/DisbursementDeductionPlanCode.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Disbursement Deduction Plan Code_FC"",id: ""ba48be12-3a16-4ecd-a14f-cdb3507571dc"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:29.351307000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Disbursement Deduction Plan Code""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Schedule Drawn On"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:06.839081000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Actual Outstanding Amount\"""",attributeDetails.attributeDetails.mandatory: ""Conditional"",path: [""Disbursements"", ""Default"", ""Schedule Drawn On""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Actual Outstanding Amount\"",\""title\"":\""Schedule Drawn On\"",\""type\"":\""string\"",\""enum\"":[\""Actual Outstanding Amount\"",\""Sanction Amount\""],\""$id\"":\""https://fyndna.com/ScheduleDrawnOn.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Schedule Drawn On_FC"",id: ""540c885d-b233-4332-8b34-e3ee22321055"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:29.358339000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Actual Outstanding Amount\"",\""Sanction Amount\""]"",name: ""Schedule Drawn On""})",[]
"(:SECTION:Element {path: [""Repayment""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Repayment"",id: ""9c8a6101-ca9c-4357-97e8-a271fb802e5e"",updatedOn: ""2023-11-09T09:43:07.360638000Z"",type: ""SECTION"",createdOn: ""2023-11-09T09:43:07.360638000Z""})","[[:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT]]"
"(:SECTION:Element {path: [""Repayment"", ""Limits""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Limits"",id: ""cd8b60e7-c0ed-49d9-955f-b679c44a2521"",updatedOn: ""2023-11-09T09:43:07.363336000Z"",type: ""SECTION"",createdOn: ""2023-11-09T09:43:07.363336000Z""})",[[:HAS_ELEMENT]]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Allowed Repayment Modes"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.366044000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Current/Savings\"""",attributeDetails.attributeDetails.mandatory: ""Optional"",path: [""Repayment"", ""Limits"", ""Allowed Repayment Modes""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Current/Savings\"",\""title\"":\""Allowed Repayment Modes\"",\""type\"":\""string\"",\""enum\"":[\""Current\"",\""Savings\"",\""Cash\"",\""Cheque\"",\""GL\"",\""ATM\"",\""POS\"",\""Outward Remittance\"",\""External Account\""],\""$id\"":\""https://fyndna.com/AllowedRepaymentModes.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Allowed Repayment Modes"",id: ""77aef27b-952e-49ef-b84e-fc48f30032f2"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:07.366044000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Current\"",\""Savings\"",\""Cash\"",\""Cheque\"",\""GL\"",\""ATM\"",\""POS\"",\""Outward Remittance\"",\""External Account\""]"",name: ""Allowed Repayment Modes""})",[]
"(:SECTION:Element {path: [""Repayment"", ""Default""],updatedBy: ""fyndnauser"",jsonSchema: ""null"",createdBy: ""fyndnauser"",residesInP3C: true,name: ""Default"",id: ""17bc7c62-50b2-4057-a3f5-3cbcaa0f8703"",updatedOn: ""2023-11-09T09:43:07.370298000Z"",type: ""SECTION"",createdOn: ""2023-11-09T09:43:07.370298000Z""})","[[:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT], [:HAS_ELEMENT]]"
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Allow Custom Appropriation"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.372690000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""false"",path: [""Repayment"", ""Default"", ""Allow Custom Appropriation""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":false,\""title\"":\""Allow Custom Appropriation\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/AllowCustomAppropriation.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Allow Custom Appropriation"",id: ""015692de-3cc4-4ab6-9c1b-024cb103c8f6"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",updatedOn: ""2023-11-09T09:43:29.365719000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Allow Custom Appropriation""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Appropriation Sequence"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.375053000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""CIFPOLANUTSDEGMZ\"""",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Repayment"", ""Default"", ""Appropriation Sequence""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""CIFPOLANUTSDEGMZ\"",\""title\"":\""Appropriation Sequence\"",\""type\"":\""string\"",\""enum\"":[\""C - Principal Arrears\"",\""I - Interest Arrears\"",\""F - Fee Arrears\"",\""P - Premium Arrears\"",\""O - Outgoing Arrears\"",\""L - Late Fee Arrears (Suspended Penalty interest)\"",\""A - Penalty Arrears\"",\""N - Non Accrual Interest Arrears (Suspended interest)\"",\""U - Suspended Post Maturity Interest\"",\""T - Post Maturity Interest\"",\""S - Legal Fees Arrears\"",\""D - Suspended Fees\"",\""E - Suspended legal fees\"",\""G - Suspended Outgoings\"",\""M - Suspended Premium\"",\""Z - Debit but not Due\"",\""· B – Diverting Interest Arrear\"",\""· H – Minimum Due\"",\""· K – Additional Penalty\"",\""· Q – Subsidy Interest Arrears\"",\""· R – Principal Paid Off\"",\""· V – Suspended Diverting Interest\"",\""· W – Suspended Additional Penalty\""],\""$id\"":\""https://fyndna.com/AppropriationSequence.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Appropriation Sequence"",id: ""d1f2d049-5616-4a9e-a20d-600b50fe3da5"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.productProcessorDataType: ""string"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,updatedOn: ""2023-11-09T09:43:07.375053000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""C - Principal Arrears\"",\""I - Interest Arrears\"",\""F - Fee Arrears\"",\""P - Premium Arrears\"",\""O - Outgoing Arrears\"",\""L - Late Fee Arrears (Suspended Penalty interest)\"",\""A - Penalty Arrears\"",\""N - Non Accrual Interest Arrears (Suspended interest)\"",\""U - Suspended Post Maturity Interest\"",\""T - Post Maturity Interest\"",\""S - Legal Fees Arrears\"",\""D - Suspended Fees\"",\""E - Suspended legal fees\"",\""G - Suspended Outgoings\"",\""M - Suspended Premium\"",\""Z - Debit but not Due\"",\""· B – Diverting Interest Arrear\"",\""· H – Minimum Due\"",\""· K – Additional Penalty\"",\""· Q – Subsidy Interest Arrears\"",\""· R – Principal Paid Off\"",\""· V – Suspended Diverting Interest\"",\""· W – Suspended Additional Penalty\""]"",name: ""Appropriation Sequence""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Longest Overdue First"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.377480000Z"",attributeDetails.attributeDetails.dataType: ""boolean"",attributeDetails.attributeDetails.mandatory: ""Optional"",attributeDetails.attributeDetails.defaultValue: ""false"",path: [""Repayment"", ""Default"", ""Longest Overdue First""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":false,\""title\"":\""Longest Overdue First\"",\""type\"":\""boolean\"",\""$id\"":\""https://fyndna.com/LongestOverdueFirst.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Longest Overdue First"",id: ""cf6280b1-9882-4ebc-8a93-bdc3e6ab56c9"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: true,attributeDetails.attributeDetails.productProcessorDataType: ""boolean"",updatedOn: ""2023-11-09T09:43:29.372472000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Longest Overdue First""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Payoff Benefit"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.379897000Z"",attributeDetails.attributeDetails.dataType: ""string"",attributeDetails.attributeDetails.defaultValue: ""\""Next Due Date\"""",attributeDetails.attributeDetails.mandatory: ""Mandatory"",path: [""Repayment"", ""Default"", ""Payoff Benefit""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":\""Next Due Date\"",\""title\"":\""Payoff Benefit\"",\""type\"":\""string\"",\""enum\"":[\""Immediate\"",\""Next Due Date\"",\""Next Rest Period\"",\""No Effect\""],\""$id\"":\""https://fyndna.com/PayoffBenefit.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Payoff Benefit"",id: ""2d0dbfb5-c579-4007-a2b9-a45471eeed76"",attributeDetails.attributeDetails.size: [0],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,attributeDetails.attributeDetails.productProcessorDataType: ""string"",updatedOn: ""2023-11-09T09:43:07.379897000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""[\""Immediate\"",\""Next Due Date\"",\""Next Rest Period\"",\""No Effect\""]"",name: ""Payoff Benefit""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Lead Days for Repayment Date"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.382386000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Conditional"",attributeDetails.attributeDetails.defaultValue: ""null"",path: [""Repayment"", ""Default"", ""Lead Days for Repayment Date""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""title\"":\""Lead Days for Repayment Date\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/LeadDaysforRepaymentDate.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Lead Days for Repayment Date"",id: ""c96ff2d2-10c7-4010-9e56-799956c22c37"",attributeDetails.attributeDetails.size: [5],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:07.382386000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""NA"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Lead Days for Repayment Date""})",[]
"(:ATTRIBUTE:Element {attributeDetails.attributeDetails.apiName: ""NA"",attributeDetails.attributeDetails.globalFieldName: ""Minimum Amount For PPF"",attributeDetails.attributeDetails.lovName: ""NA"",type: ""ATTRIBUTE"",createdOn: ""2023-11-09T09:43:07.384667000Z"",attributeDetails.attributeDetails.dataType: ""number"",attributeDetails.attributeDetails.mandatory: ""Mandatory"",attributeDetails.attributeDetails.defaultValue: ""36"",path: [""Repayment"", ""Default"", ""Minimum Amount For PPF""],attributeDetails.attributeDetails.minimumAllowedValue: ""NA"",jsonSchema: ""{\""$schema\"":\""https://json-schema.org/draft/2020-12/schema\"",\""defaultValue\"":36,\""title\"":\""Minimum Amount For PPF\"",\""type\"":\""number\"",\""$id\"":\""https://fyndna.com/MinimumAmountForPPF.schema.json\""}"",attributeDetails.attributeDetails.facilityAtAccountOrProductLevel: ""NA"",attributeDetails.attributeDetails.ppFieldName: ""Minimum Amount For PPF"",id: ""f18d22e2-34a9-4b0e-8d60-ba12ffd76691"",attributeDetails.attributeDetails.size: [13],updatedBy: ""fyndnauser"",attributeDetails.attributeDetails.showAtProductCatalogLevel: false,attributeDetails.attributeDetails.productProcessorDataType: ""number"",updatedOn: ""2023-11-09T09:43:07.384667000Z"",attributeDetails.attributeDetails.isAvailable: true,attributeDetails.attributeDetails.maximumAllowedValue: ""36"",createdBy: ""fyndnauser"",residesInP3C: true,attributeDetails.attributeDetails.fixedAllowedValues: ""null"",name: ""Minimum Amount For PPF""})",[]
